month,avg_price
09,1511.5023775714285
03,1116.3422309999999
08,1545.0195253809522
06,1431.5954645454544
12,1767.7109042272727
04,1230.1114327142855
11,1743.3900024000002
05,1381.37250975
07,1515.317732409091
10,1541.920898409091
